dsp_cookies_export.user_id,dsp_cookies_export.zeta_user_id,dsp_cookies_export.dt
16508908203929856,"[""66ad6e70-7a04-4638-84f7-168350fa4f81:1542556089.93""]",20210625
16601871485090503,"[""553c292a-8212-4393-9192-a078614dbeae:1585146063.7""]",20210625
16850096193723265,"[""2a003386-23a4-45ee-97ca-28f50290e676:1518645634.59""]",20210625
17035005980390245,"[""4a7fa8c0-e262-4b4f-a11b-2f94fc10340b:1581676939.51""]",20210625
17088659645917770,"[""e3dbaf5b-9389-40f1-8f9e-abe15373ffa0:1589074443.58""]",20210625
17104476718995510,"[""ebf279a7-978e-4bdb-9b0c-ce73018d5fd5:1582904517.33""]",20210625
17386934378379482,"[""f77beae0-e729-40f3-8446-bd5d5c921ec9:1548020589.66""]",20210625
17653990747766671,"[""cfeb7d38-3de8-405b-914d-fa80b2d04056:1563629002.78""]",20210625
17699068912397371,"[""2a4b0b16-f7b6-4733-8364-129e8436dd6d:1611042001.46""]",20210625
17730072797299892,"[""8c9b4b52-036b-4022-b9aa-f1d44d1b3afc:1593594395.99""]",20210625
17978414078017208,"[""337353f3-7f65-484c-83fa-8e7f9c189e0e:1614278420.83""]",20210625
17980903239523460,"[""da75b283-db8d-4b58-8b24-13677b046bd2:1588627621.32""]",20210625
18203350197511839,"[""6cfc6d24-745d-4d2c-82dd-a7a530ffe311:1599201532.37""]",20210625
18762002983147806,"[""1d770bc9-4eff-481c-a793-93887ba4ef33:1612623434.76""]",20210625
18791773703195725,"[""dbf3843c-2bb6-4713-805e-4cf3abe9c830:1584381385.99""]",20210625
18824603666753945,"[""20185c89-b1cb-4a4b-8319-e59821236393:1587184598.85""]",20210625
19132920745218205,"[""487f9132-b295-4f71-a7b0-617b843be281:1624665561.38""]",20210625
19589041403767994,"[""ee89de31-a669-49e0-9cff-0039bed8b883:1560096252.44""]",20210625
19699073115355418,"[""d39e618a-54e7-4366-aa33-d5d501f5dbcd:1621703355.83""]",20210625
19894293748479713,"[""e32765f9-d056-43ce-b010-ed2b0e9c6a0e:1577117867.5""]",20210625
19916526826245331,"[""83f92fef-2a21-4234-9508-8102e1f82a42:1622459219.84""]",20210625
19922229071867418,"[""b3b538b8-3e90-4b68-9ab9-c7cbad9b71f5:1624463453.43""]",20210625
20158251440912436,"[""c8ca6706-36e9-4d9f-a578-096bf3ff1171:1538431045.31""]",20210625
20224013468203495,"[""50e3b7e0-9192-4e7c-a39a-e67b9ef70d45:1617965629.05""]",20210625
20253545377300069,"[""2b3adfed-e729-4689-a58e-7c3e53a9648f:1584909474.81""]",20210625
20254409408062252,"[""4d946f6e-1a8a-49a1-ba48-2006b533a9d6:1624661081.81""]",20210625
20432783704484644,"[""2350892f-7db7-437c-ab4a-150e27a7c0b1:1611771618.72""]",20210625
20456445566977736,"[""b1997696-5950-4480-993b-6e643d7bcb3b:1621786095.59""]",20210625
20692507726057594,"[""7f285a61-9403-4fb2-9835-9411e9a530a8:1609913106.54""]",20210625
20697035105411835,"[""623ad0f6-3bab-455f-9568-c4a165da84db:1611595330.16""]",20210625
20741892766106166,"[""3db3f156-9be5-40b6-bdf1-726604add986:1606938610.16""]",20210625
20743738414394269,"[""213aa7b7-7348-45d2-813d-c2b23d65e793:1615272516.66""]",20210625
20779666832903905,"[""0c86a949-de9e-400b-a3b9-a5cd4516e72d:1608657253.32""]",20210625
21026759864206689,"[""444a4228-0865-487b-9e59-4e57d3c2c966:1517200077.72""]",20210625
21060785208477632,"[""5e4918b0-6a24-42e6-a036-2e7eba4b58c9:1585890786.31""]",20210625
21069019540778945,"[""40b621e0-81a7-4f32-9152-d0e84817be59:1616705044.38""]",20210625
21258126265373787,"[""8f70a4cd-b54a-443f-8859-61b45a7642dd:1596616028.79""]",20210625
21618894582649256,"[""7ef4470e-258a-4fb5-a4ad-e273ae776c95:1605061788.01""]",20210625
21883795425256076,"[""c0610784-5092-418f-a5f4-4c5a2560a1f3:1613253684.48""]",20210625
21942050718243539,"[""cca42b38-a92e-4951-902b-7bb92876029e:1617251915.91""]",20210625
22105032273618161,"[""9d46f482-8617-4834-bb71-10f591697fc1:1618968451.54""]",20210625
22116514699964390,"[""bd115f94-26b4-449b-97fb-38d0d507100a:1580586465.41""]",20210625
22143632888490241,"[""24d869c4-9445-453d-aaac-8878ed02135d:1623707170.42""]",20210625
22144655303580022,"[""486373f3-b5b5-4d87-a1e5-3113814cd523:1614007735.58""]",20210625
22224683413273531,"[""0d33bf5a-94d2-4001-af2e-ee9490203959:1596311483.73""]",20210625
22439436024640799,"[""f3a847cd-caa4-4b9b-9efb-d126aa384e76:1561711039.42""]",20210625
22477791083254970,"[""39513261-8ca1-4593-a3ca-29f3a3346520:1553052317.17""]",20210625
22679847015289886,"[""0a32019c-7f0b-43cb-ac32-e5032debea8b:1578330548.39""]",20210625
23027649817936763,"[""c883ad98-786b-4a90-bb59-ff1ac6d3c0ca:1622669143.69""]",20210625
23036061024913163,"[""6768db8d-17c2-4be3-af26-10b72fff8a0a:1578699825.67""]",20210625
23076190672643833,"[""1bcee746-016c-4e8a-9497-af48033d6225:1616812128.53""]",20210625
23270656995040746,"[""99b661a7-cda9-4504-b6b1-7624985ef6ab:1601822553.14""]",20210625
23334096815018202,"[""2bd2010e-d66a-46bf-9f3f-b93ae3fc02f9:1597335426.4""]",20210625
23839865752352828,"[""e64b8631-6adf-4e13-833f-6d68ef99039c:1622136055.31""]",20210625
23857646634100662,"[""2c4ff330-bcfe-42bb-a14a-7b3907ae8a9b:1609820101.16""]",20210625
23877914931130468,"[""197ac89f-8a07-43a6-b08a-e70b6c409ec2:1614451622.19""]",20210625
23891061888975237,"[""0648e648-47ed-4d83-afc6-6aeb69687c45:1582018080.14""]",20210625
24092863811530208,"[""2be13277-6f1d-44a3-9c57-808f0c343639:1609811191.1""]",20210625
24441591215478520,"[""b104d2c5-10dc-4eb6-ba63-b234c4c75c3f:1563989529.24""]",20210625
24457053296956313,"[""ea275284-c94a-4fd6-8672-79ff428c7d5c:1593888827.96""]",20210625
24482262908019539,"[""934fd08e-7d40-45ba-8692-953395d11a8d:1624325123.36""]",20210625
24661169937130649,"[""3f5d0d59-04f8-4abc-b909-39dbd83c09e5:1621604537.51""]",20210625
24674174996916336,"[""f1004d02-fc8d-47f5-ad5d-e56a8f34e42a:1597258110.56""]",20210625
24697684864877980,"[""fa7e1e88-862c-46ae-95f7-5f1aeeebd8ad:1603107692.97""]",20210625
24711008029533008,"[""9f47576c-b920-40ac-95c7-d1a0cc3a733b:1620389967.61""]",20210625
25015486907239878,"[""f634c095-abf7-4aba-992a-821767218900:1593482696.97""]",20210625
25258981702223307,"[""d9da4436-99e0-432a-a165-542d1278f45b:1606119795.53""]",20210625
25319084902077202,"[""32f4abc5-3bad-4286-ae87-8eafc29a6452:1622748485.93""]",20210625
25509927622518720,"[""ebe77feb-d0c5-4e00-ab5b-88d44255eac5:1580498226.65""]",20210625
25585764643062684,"[""f980a9ac-6885-41d2-a39b-edc9456ee99b:1618316760.54""]",20210625
25803134842204596,"[""4ecb58aa-3f5d-456b-965f-7dfac90db6f8:1611643991.91""]",20210625
25833148158324740,"[""c7874e69-73a7-4a68-ad4f-81876712914f:1610878182.12""]",20210625
25847067680485740,"[""6fa05845-3549-4d4f-9891-425a639625e9:1621804775.83""]",20210625
25851324417819339,"[""e847a0ec-a180-4b12-a5de-38dce4fdfa6c:1585871941.69""]",20210625
25870299597078979,"[""fdb8fa9f-949a-48fc-83b7-9c2b22b8e8df:1528291155.46""]",20210625
25893639801403473,"[""5ee39b3e-d54c-464b-8386-912027c58d9e:1611172869.92""]",20210625
26045694731777960,"[""4c824c1a-f03c-4369-9905-7639cedb973c:1606562769.57""]",20210625
26064578893997014,"[""38b11dcc-4fbc-45ef-af89-37b4a3fb4e2a:1595907144.22""]",20210625
26080367208844730,"[""12099676-4f83-4b2e-890a-c83b20780771:1618603716.87""]",20210625
26347484055762835,"[""789485be-6265-45a0-90df-0daa3150cecb:1612806093.95""]",20210625
26619508328105031,"[""6ec20b3a-5e81-40a7-aa44-66ce8b89a276:1616066490.68""]",20210625
26625752324174223,"[""60c89ad7-08c2-4478-af1b-6906486e3b85:1613637544.11""]",20210625
26642979725207123,"[""7a1616a0-7891-455c-9e4c-93fed92c0e06:1590254889.3""]",20210625
26674365101854057,"[""5a8d8a27-ae50-40c0-848b-aa22ff8c0024:1623351330.39""]",20210625
26724061285585441,"[""17fb7f0d-87b9-409d-9d65-19a5021bba15:1598793640.18""]",20210625
26896901861131521,"[""f510ad28-bf9f-4198-91d1-a3449523fb63:1618578047.68""]",20210625
26970456589309049,"[""2252cc4e-cc6f-479d-8105-d23cd144ab1e:1603284950.05""]",20210625
27179859143260834,"[""e503c8d4-2b22-4a73-a3fe-fac2a6879f63:1572706702.31""]",20210625
27247450446706532,"[""dc7d61ef-5c1c-46fb-8592-ab585096e802:1606398300.73""]",20210625
27467204205492174,"[""8db0cbe1-d089-46af-84dd-7c9ec1a598c8:1593220094.37""]",20210625
27548382391989939,"[""a3c50541-98d2-4162-85cd-587c52c10c86:1517854895.87""]",20210625
27548975859428369,"[""c64aecb5-1463-4574-8941-9f4a6af72f7f:1579722616.69""]",20210625
27760721044256659,"[""f4c57440-1835-4e99-b8e9-0a47c97e2753:1616728846.48""]",20210625
27793691099670617,"[""c3834cd1-b9b1-433b-8423-7ab98f93f5cf:1561948501.14""]",20210625
27805134593227168,"[""7301f4de-0e4f-427c-b689-92582be32042:1591532573.28""]",20210625
28011456361070986,"[""03574289-8d97-446b-a3f4-43b6542af6f6:1523476215.91""]",20210625
28064752331968531,"[""bb47e839-4beb-4055-b598-9cce30ecc755:1584245090.58""]",20210625
28104668918896013,"[""a2e45450-cd3b-4643-b63b-a81f22467374:1612785018.43""]",20210625
28327639712374555,"[""28b0656f-ab03-40ea-8268-c63e1c08c627:1609578697.08""]",20210625
28330831990021529,"[""2d46e277-279e-4c08-b6ca-3cf5b8f0f687:1616692216.44""]",20210625
28367570270539924,"[""e325b2ef-66f0-4320-a99f-c7b298af7117:1586231776.01""]",20210625
28409512767491009,"[""a6614232-8609-4ec4-b1df-25c0076c753f:1610626469.84""]",20210625
28686402835282431,"[""89b66381-553b-4d83-ad6f-eddf42156cb1:1598809006.26""]",20210625
28862081535279100,"[""e5690c64-4747-490a-ba57-8ce55b25be76:1526456339.92""]",20210625
28863118846574765,"[""a4d699fe-4487-418f-86e7-ac9ba3367070:1603344283.29""]",20210625
29471843159200754,"[""79c906a1-abbc-4516-94b9-bc215f6f5a79:1622113823.02""]",20210625
29733311236217519,"[""aad664e8-7ffb-4176-bca1-76c0b1c8c993:1604530422.3""]",20210625
30015869965542172,"[""56a00eee-d518-47a0-9781-6154cac07661:1613216506.85""]",20210625
30017896679926668,"[""59864e4e-19af-4ed4-b1e2-54c9db689718:1616198918.96""]",20210625
30060700761577426,"[""8f737ab3-9295-4a35-a1a5-0ef66bf465ea:1585732586.2""]",20210625
30092350776570007,"[""fd8a7472-47c9-4c31-8dc0-d166f10bf739:1612206153.83""]",20210625
30117012921635118,"[""125def5e-1722-49f1-b567-37722137ebaf:1624026339.62""]",20210625
30335564235906522,"[""c293655a-8e0e-4488-8ef4-0ff8cf4181a4:1594931893.81""]",20210625
30351038158735664,"[""ba8be459-c6de-45b3-bef9-f5cc07dcc890:1611463932.13""]",20210625
30375196228123587,"[""21aaaedd-e336-4305-b6e7-044aba13c24f:1601420366.46""]",20210625
30386352316786768,"[""a5033f5c-3426-41f0-b66c-a58688e32044:1565625165.63""]",20210625
30393675022732160,"[""7cb2c818-ce2f-4947-a287-ce4623016e96:1578966027.09""]",20210625
30551673032823959,"[""24d5d3ba-9a45-4ec6-a75a-9c69a306cb22:1607173828.49""]",20210625
30565560892669309,"[""dfa79920-c2d9-44e4-a5fa-f019af29acda:1582798510.01""]",20210625
30613394811812031,"[""9d120eb3-2036-4bcc-9cb8-15cdebbc0907:1604246942.71""]",20210625
30941547999383082,"[""4b19a646-5ec1-4c13-b0b9-59f0c7fcf301:1614983900.99""]",20210625
31415843224009287,"[""36884060-2c7d-4ded-b62c-0b016761401e:1607926680.73""]",20210625
31450287777489024,"[""f179ebc0-d4e6-44fb-abe0-66b0118c9eeb:1614792814.18""]",20210625
31966843034928503,"[""c5648d46-630d-40a7-bd02-318e05a182ca:1593991915.05""]",20210625
32248995496228439,"[""6df1363e-52f5-48fd-a6e1-24068b3756c7:1613593527.35""]",20210625
32584903645693459,"[""34bfa2cf-86fc-4799-9b19-fc17a179c57a:1613667902.7""]",20210625
32593012512708987,"[""06893eef-4350-48bb-b442-a3adcadcb18f:1613660882.23""]",20210625
32844549804456456,"[""be202788-3ad1-4522-a326-a1922eb1be4f:1614097458.99""]",20210625
32920531491434240,"[""507376b1-c089-49ca-9f2d-fe6ac3eb8db6:1578063632.36""]",20210625
33123681825186947,"[""e3d466a5-f1dc-40d9-82ae-388e7a7be3f6:1550885682.22""]",20210625
33133489957822701,"[""b54cf645-04eb-471b-8cda-36546b7b8810:1553423289.09""]",20210625
33378123762392501,"[""2bf7efec-7c17-43c1-8eb4-e5fe54c2e817:1532860764.28""]",20210625
33414907813215157,"[""e7de95e4-6529-4f09-b68f-bc9474b83733:1577570521.81""]",20210625
33681927977196230,"[""542aaa81-e34f-4b25-9b11-bf1b872e2267:1585336501.29""]",20210625
33728982538697438,"[""4b7b4ac0-fce0-4432-b167-16875cb6d96d:1587933812.81""]",20210625
33739561811068644,"[""57a1603a-7994-45ef-8223-4577e713f04f:1595882821.15""]",20210625
33925245596588452,"[""3b6d5401-f216-4476-9e26-851570a57f5d:1624610217.23""]",20210625
33980039334172975,"[""dfcb3366-cb68-487e-84e9-ae893b18fb81:1589148774.08""]",20210625
34274681164779603,"[""059d8543-4712-4d24-93fd-5067584a40de:1564834458.58""]",20210625
34330219478382686,"[""6c7260e7-6489-4576-89da-36d66b05783f:1598695492.97""]",20210625
34601763577661524,"[""d3aa93a5-a1fb-411e-9c14-cd6d7d1dd0ca:1618230678.0""]",20210625
34782678741031092,"[""d138ac7c-7ad7-4faf-a53e-53bf4ccb1b53:1620706350.61""]",20210625
35673152236070427,"[""f15a61be-bf6e-4eae-957f-bb2aaf4086a0:1622848225.73""]",20210625
35918525826239862,"[""78005d54-388d-4747-a462-5dae9f1fc37d:1581795857.31""]",20210625
35975958081496308,"[""6ba6f113-1963-4b06-b1d8-7bf97a7f5c5d:1573670859.09""]",20210625
36206632057712892,"[""1ddfbdb0-871c-451b-b14e-25044518859c:1622757169.35""]",20210625
36213293143109258,"[""6d258d9c-fae9-4621-aa77-abcdb6bf6650:1605886768.6""]",20210625
36232126266991507,"[""562dbb91-6731-45f2-a5cb-d1049061adc5:1618437345.12""]",20210625
36235718114106407,"[""0c9bb8bf-9cd1-4df3-8e13-80b1e5e1673e:1600854706.83""]",20210625
36309655039156313,"[""1a1de6a1-28d4-4856-be29-cc66bee0681c:1548325937.22""]",20210625
36461400884975289,"[""da21881f-4586-4305-b529-ea39e5359a7f:1624662732.29""]",20210625
36531611107162983,"[""a2627d31-f789-436f-94c6-5bea3abda2fb:1590341379.3""]",20210625
36537621291393111,"[""3628d894-aa8a-4a8c-adaf-dbbf83e79ce3:1555054775.37""]",20210625
36755432411958959,"[""b20648db-8655-44f4-a387-d3b0ca4d627e:1557492546.57""]",20210625
36789513360248373,"[""b3fe3c03-457b-428a-b051-2f9366a95219:1601668388.83""]",20210625
36815656769448095,"[""d0fad6b2-3e2a-41dc-835a-7c8400f2ff44:1568664593.32""]",20210625
36836981262144965,"[""75c13d56-cb82-4328-b00b-b5f3b0d26e0a:1595309327.1""]",20210625
37032853895514922,"[""73584271-b575-49bc-b541-4f04563e1c19:1609374353.05""]",20210625
37060743863882445,"[""d63078b7-e16e-48ef-9bbc-05397c441edb:1573858992.37""]",20210625
37139439470961810,"[""b9aa8c20-3b2a-4c5c-bfa0-0590dae015e1:1613506367.16""]",20210625
37309635435126945,"[""f2c6e242-3a88-4052-88d9-6ce163d21c8d:1559629809.51""]",20210625
37320107871570134,"[""0b35064e-5814-42cd-8443-2b9b8070087c:1617915516.66""]",20210625
37379749792469964,"[""2bee08b7-5853-41fe-8a7f-a387b4cefd1a:1583378074.7""]",20210625
37382558402390958,"[""af8f192d-eb26-4f57-8c0a-e82294f275c4:1607627850.37""]",20210625
